Date,Longitude,Latitude,Year,Month,Season,AirTemperature,HEIGHT_OF_SNOW,WindDirection,TempC,stn_pres,ONE_DAY_PRECIPITATION,tendency_amount,air_temperature_yesterday_low,SNOW_ON_THE_GROUND,RELATIVE_HUMIDITY1,dwpt_temp,snwfl_amt_pst1hr,BAR_PRESS,avg_wnd_dir_10m_pst10mts,Rain,air_temp,tasmax,WIND_DIRECTION_STD_DEVIATION1,WSPD_SCLR,cum_pcpn_amt,DewPtC,HUMIDITY,DEW_POINT,wind_direction,temperature,dew_point,tasmin,ONE_DAY_SNOW,RH,avg_air_temp_pst1hr,WindSpeed,PRECIP_TOTAL,max_air_temp_snc_last_reset,MEASURED_WIND_SPEED1,Snow_WE,MAX_TEMP,pcp,max_wnd_spd_10m_pst1hr,Elevation (m),snw_dpth_wtr_equiv,mslp,wind_speed,air_temperature,rnfl_amt_pst1hr,air_temperature_yesterday_high,SnowWaterEquivalent,total_precipitation,air_temp_2,avg_rel_hum_pst1hr,SolarRadiationWm,SolarRadiation,pcpn_amt_pst24hrs,RelativeHumidity,relative_humidity,SnowDepth,MIN_TEMP,CURRENT_AIR_TEMPERATURE1,WindSpeedms,AirTemp,avg_wnd_spd_10m_pst10mts,wind_gust_speed,MEASURED_WIND_DIRECTION1,rel_hum,FIRE_SIZE_HA,Rainmm,ONE_DAY_RAIN,pcpn_amt_pst1hr,SWE,Pressurembar,TEMP_MEAN,rnfl_amt_pst24hrs,air_temp_1,Wetness,Precipitation,precipitation,mean_sea_level,GustSpeedms,ATMOSPHERIC_PRESSURE,snw_dpth,WDIR_VECT,min_air_temp_snc_last_reset
2017-04-03,-123.0,51.9,2017,4,Spring,3.8656798752310535,0.1159999999999999,105.61631205673758,0.7153489583333337,854.3846153846154,0.0,0.0088690476190474,5.528453214513049,154.8,58.40875,-8.23076923076923,0.0,1021.304347826087,143.69230769230768,0.0,-6.584615384615384,7.513559322033898,36.70704166666667,1.5656485461309522,582.8571428571429,-5.811979166666667,42.92173913043479,-8.666666666666666,162.3375,0.6145833333333331,0.2803571428571419,-7.784745762711864,0.0,64.77408854166666,5.6140169375,21.387622265865684,0.0,-2.5384615384615383,3.821666666666667,418.0136363636363,6.644444444444445,0.0711864406779661,6.992307692307692,1090.0,1089.107323232323,1007.8,6.74875,5.839285714285714,0.0,11.93430935709739,0.27,0.0,-3.0666666666666664,73.35176651785714,220.43046875,64.21428571428571,0.0,74.18711491065926,56.6375,0.1458447653429603,-5.655555555555555,-0.4008749999999999,1.908515625,4.3113636363636365,2.5384615384615383,50.714285714285715,208.443,88.3076923076923,0.009,0.0,0.0,903.2727272727273,875.2,932.4537234042552,17.230434782608697,3.8,-5.83270202020202,20.557939814814812,0.0,0.0,102.34761904761903,4.104661458333333,902.125,311.9318181818182,220.7782608695652,-6.769230769230769
2017-04-04,-117.0,51.3,2017,4,Spring,5.096323529411765,22.754631578947365,145.78814880952382,-2.7503313492063493,854.3846153846154,0.0,-0.0813690476190475,5.439338001273074,0.0,58.56111111111111,-8.23076923076923,0.0,1021.304347826087,143.69230769230768,0.0110891544117647,-6.584615384615384,8.233333333333334,21.919945304437565,1.3739580416666666,582.8571428571429,-8.275198412698412,42.92173913043479,-4.005132850241545,126.28333333333332,1.4625000000000004,-7.104060846560846,-6.8,0.0,67.9438492063492,3.1575416666666665,5.840842889908257,0.0248563218390804,-2.5384615384615383,5.1044819401444785,418.0136363636363,11.0,5.658333333333333,6.992307692307692,778.95,1175.7142857142858,1007.8,6.5125,3.0899603174603176,0.0,11.952132399745386,0.27,0.0,-3.0666666666666664,55.355,241.33432539682536,64.21428571428571,0.0,75.50011467889908,51.44166666666666,0.4656087216248507,-6.0,2.9988265107212477,5.230279761904763,4.3113636363636365,2.5384615384615383,39.45547073791349,187.70390092879256,88.3076923076923,0.009,0.0,0.0,708.0337301587302,6.266666666666667,839.4815476190477,17.230434782608697,3.8,-5.775992063492064,22.100772703818368,0.0929663608562691,0.0,101.83769841269842,8.902613095238095,948.5190217391304,381.64166666666665,220.7782608695652,-6.769230769230769
2017-04-04,-123.3,52.1,2017,4,Spring,5.602987132352942,0.3533586956521739,237.9794217687075,-1.8644166666666668,854.3846153846154,2.8285714285714287,-0.1154166666666666,5.345767027371101,0.0,54.30717391304347,-8.23076923076923,0.0,1021.304347826087,143.69230769230768,0.0325379136029411,-6.584615384615384,5.595378151260505,32.16234782608696,2.476353422043011,582.8571428571429,-8.159722222222221,42.92173913043479,-5.3478260869565215,149.41666666666666,2.7541666666666664,-0.5958333333333332,-4.143277310924369,0.0,64.95486111111111,6.3623118225806445,8.520951834862386,0.0670977011494252,-2.5384615384615383,11.668295652173914,418.0136363636363,10.071428571428571,4.667226890756303,6.992307692307692,791.0,1083.77806122449,1007.8,8.341666666666667,7.608333333333333,0.0,11.97084659452578,0.27,6.959999999999999,-3.0666666666666664,69.20170698924731,240.10833333333335,64.21428571428571,0.0,76.66892201834862,52.791666666666664,0.1197986857825567,-4.642857142857142,2.6791391304347827,4.304027777777778,4.3113636363636365,2.5384615384615383,51.55487804878049,140.05165217391306,88.3076923076923,1.94,0.0305555555555555,14.672727272727274,1030.718537414966,691.3461538461538,915.5229591836734,17.230434782608697,3.8,-3.2687074829931975,12.267984972677596,0.272782874617737,0.0,101.70333333333332,7.554444444444444,981.6684782608696,314.562074829932,220.7782608695652,-6.769230769230769
2017-04-05,-120.2,53.3,2017,4,Spring,6.059175997867154,3.0066287878787885,328.609,-1.1895989583333326,854.3846153846154,0.9375,-0.0408055555555554,5.292616168045831,106.53703703703704,68.75628787878787,-8.23076923076923,0.0,1021.304347826087,143.69230769230768,0.1509737774223034,-6.584615384615384,6.168656716417911,36.13602272727272,2.021059360632184,582.8571428571429,-1.262997512437811,42.92173913043479,3.018939393939394,92.625,7.875,0.3291666666666666,-5.275522388059701,2.851851851851852,85.90208333333334,7.266965689655172,4.920112545703839,0.10153699256993,-2.5384615384615383,7.343321969696969,418.0136363636363,7.199999999999999,3.696716417910448,6.992307692307692,716.0,798.8425925925926,1007.8,29.954166666666666,8.218055555555555,0.0,11.981476766390834,0.27,0.0044444444444444,-3.0666666666666664,52.1909609496124,127.83645833333333,64.21428571428571,0.0,83.4781573735527,55.208333333333336,0.717811046511628,1.8625000000000005,8.578651515151515,8.100484375,4.3113636363636365,2.5384615384615383,33.89333333333333,201.79958333333332,88.3076923076923,0.9,0.0072916666666666,0.3111111111111111,387.05555555555554,293.61904761904765,1049.0755208333337,17.230434782608697,3.8,-0.2601851851851852,39.01579839544514,0.4811435523114355,0.0,101.5524074074074,14.208338541666665,963.628787878788,310.01282051282055,220.7782608695652,-6.769230769230769
2017-04-09,-123.0,51.9,2017,4,Spring,3.9526763709180535,0.0259583333333333,252.40280448717948,2.803609195402299,854.3846153846154,0.4444444444444444,0.0731837606837606,4.465117759388924,154.8,60.05833333333334,-8.23076923076923,0.0,1021.304347826087,143.69230769230768,0.0222506546518791,-6.584615384615384,8.330708661417322,30.08583333333333,2.7851544623655915,582.8571428571429,-0.7471264367816092,42.92173913043479,-5.666666666666667,107.7324561403509,5.017543859649123,2.855341880341881,-3.6976377952755906,0.8,81.5728448275862,4.543229779569892,21.25237888940234,0.0100725952813066,-2.5384615384615383,5.278791666666667,418.0136363636363,6.388888888888889,0.0748031496062992,6.992307692307692,1090.0,1253.556423611111,1007.8,6.7100877192982455,6.76068376068376,0.0,12.146976448122215,0.27,2.0871794871794873,-3.0666666666666664,62.81287634408602,237.49497126436785,64.21428571428571,0.0,84.88674522489217,67.16008771929825,0.2021101567209161,-1.3999999999999997,2.858041666666667,1.128419540229885,4.3113636363636365,2.5384615384615383,35.579923273657286,110.80420833333334,88.3076923076923,0.266,0.0091954022988505,0.7999999999999998,1050.6640625,910.9871794871794,925.9796296296298,17.230434782608697,3.8,-2.6330729166666664,29.495895390070924,0.1293050430504304,0.0,101.47863247863248,3.323864942528736,894.25,351.1574954710145,220.7782608695652,-6.769230769230769
2017-04-20,-120.9,49.8,2017,4,Spring,7.926820482866043,-0.6405416666666667,214.25006162674651,4.181515718562874,854.3846153846154,0.7272727272727273,0.0458181357649442,0.5580547112462008,0.0,75.8025,-8.23076923076923,0.0,1021.304347826087,143.69230769230768,0.0492817367601245,-6.584615384615384,9.01497005988024,28.12708333333333,1.870723215909091,582.8571428571429,-0.0633732534930142,42.92173913043479,-0.3333333333333333,203.375,3.70625,2.4013931104356634,-3.3083832335329344,0.0,75.84942614770459,2.978738477272727,243.62818341121496,0.0165976058931859,-2.5384615384615383,10.329875,418.0136363636363,8.045454545454545,0.5877245508982036,6.992307692307692,1060.0,618.8763255567338,1007.8,5.189583333333332,7.570010131712259,0.0,12.960790273556231,0.27,6.01033434650456,-3.0666666666666664,69.6675,204.74494760479044,64.21428571428571,0.0,87.1466316199377,75.83333333333334,0.7314834382494005,0.0909090909090909,3.8471666666666664,1.6317048403193612,4.3113636363636365,2.5384615384615383,40.02777777777778,205.01791666666668,88.3076923076923,0.009,0.0042914171656686,0.7272727272727273,912.3383838383838,664.5365853658536,878.8723552894211,17.230434782608697,3.8,1.3016782407407408,57.21795289855072,0.1644123134328357,0.0666666666666666,101.76728723404256,4.1515596307385225,893.375,170.38383838383837,220.7782608695652,-6.769230769230769
2017-04-20,-122.6,55.4,2017,4,Spring,6.857895249221183,81.05547222222222,187.15583333333333,5.016081481481481,854.3846153846154,3.0,0.0738942307692307,7.2042203985932005,1.2,79.37427536231884,-8.23076923076923,0.0,1021.304347826087,143.69230769230768,0.0118167834890965,-6.584615384615384,8.78728813559322,44.65708937198068,1.572020520833333,582.8571428571429,0.4221296296296296,42.92173913043479,-0.2946859903381642,199.00000000000003,1.8666666666666665,4.687900641025641,-1.3152542372881355,1.8,76.01337962962963,6.967541656250001,1011.7823890186916,0.0442219152854511,-2.5384615384615383,3.1173212560386476,418.0136363636363,7.7,1.785593220338983,6.992307692307692,1400.0,935.217391304348,1007.8,6.293055555555555,9.879487179487178,0.0,13.21559202813599,0.27,4.846153846153846,-3.0666666666666664,65.6,215.28074074074075,64.21428571428571,0.0,84.50410825545171,69.29166666666667,0.1306066396882494,-1.6,3.469217391304348,0.6046296296296295,4.3113636363636365,2.5384615384615383,30.911016949152543,209.5550688405797,88.3076923076923,0.009,0.0164814814814814,0.64,1093.2173913043478,1210.0,929.478148148148,17.230434782608697,3.8,2.134782608695652,46.4082890070922,0.0244869402985074,0.011111111111111,102.02283653846156,2.5946018518518517,893.8115942028985,262.5652173913044,220.7782608695652,-6.769230769230769
2017-04-21,-122.6,53.4,2017,4,Spring,8.601746941896023,34.329900154798764,143.32916666666665,5.711979166666667,854.3846153846154,0.7,-0.0378629032258064,7.31957796014068,0.0,68.93650025799793,-8.23076923076923,0.0,1021.304347826087,143.69230769230768,0.0005351681957186,-6.584615384615384,14.804347826086955,37.71427167182662,1.7608439314814817,582.8571428571429,-0.5950126262626262,42.92173913043479,-1.6927244582043344,185.625,6.591666666666666,4.04502688172043,-2.1739130434782608,0.0,69.18901515151515,9.145924111111112,329.51165042048933,0.0031635802469135,-2.5384615384615383,4.484833204334365,418.0136363636363,16.525,0.0,6.992307692307692,615.0,1233.373511904762,1007.8,3.5875,9.536693548387095,0.0,13.641774130519734,0.27,0.0,-3.0666666666666664,57.627027777777776,134.68352272727273,64.21428571428571,0.0,71.33295107033639,63.541666666666664,0.0979144062688366,3.5,4.667921697626419,0.2507070707070706,4.3113636363636365,2.5384615384615383,29.0,202.9402488390093,88.3076923076923,0.0,0.0,0.5,1184.1936274509803,1099.5882352941176,941.724053030303,17.230434782608697,3.8,6.688012477718361,34.47934523809524,-0.0373931623931623,0.0,102.54919354838712,1.2823611111111108,943.0881062951496,389.2308377896613,220.7782608695652,-6.769230769230769
2017-04-22,-127.6,55.4,2017,4,Spring,8.552191558441558,22.81279761904762,57.930392156862744,7.493411764705883,854.3846153846154,0.9846153846153848,-0.1439006024096384,7.411823815106348,0.0,57.771369047619054,-8.23076923076923,0.0,1021.304347826087,143.69230769230768,0.030481215213358,-6.584615384615384,10.60058823529412,42.75980555555556,2.233371423850574,582.8571428571429,-1.700735294117647,42.92173913043479,-2.053571428571429,222.25,8.216666666666667,-0.038303212851405,0.3141176470588235,0.0,57.52720588235294,12.516530172413791,297.32613829622755,0.0276455026455026,-2.5384615384615383,3.501185185185185,418.0136363636363,15.0,0.2782352941176467,6.992307692307692,335.0,1313.0681818181818,1007.8,5.108333333333333,6.517670682730923,0.0,13.982571316920671,0.27,2.091566265060241,-3.0666666666666664,53.231287878787874,156.51004901960783,64.21428571428571,0.0,76.47580395794681,51.458333333333336,0.2611336930455635,7.8076923076923075,6.8855297619047615,1.2557107843137254,4.3113636363636365,2.5384615384615383,36.42168674698795,159.93590277777778,88.3076923076923,7.8,0.0,0.9846153846153848,564.1464285714286,640.909090909091,961.9860294117648,17.230434782608697,3.8,5.308712121212122,20.90623853211009,0.0899814471243042,0.0,101.9734939759036,4.643063725490196,988.3888888888888,146.96527777777777,220.7782608695652,-6.769230769230769
2017-04-29,-121.4,56.2,2017,4,Spring,7.295130545286507,-0.0505249999999999,272.9067449074074,-3.728075,854.3846153846154,2.257142857142857,-0.0739164046121593,8.14838385530062,0.0,74.17008333333334,-8.23076923076923,0.0,1021.304347826087,143.69230769230768,0.0282809611829944,-6.584615384615384,4.218100890207715,47.46391666666666,1.563875,582.8571428571429,-2.817779232111693,42.92173913043479,2.875,164.51041666666666,5.027083333333334,-3.1354952830188676,-3.585459940652819,0.0,86.73157407407406,7.263208333333334,457.831789125077,0.0557581573896353,-2.5384615384615383,3.249058333333333,418.0136363636363,11.142857142857142,7.767359050445103,6.992307692307692,480.0,1413.4421296296296,1007.8,7.258333333333333,7.13494496855346,0.0,16.70375146541618,0.27,0.0,-3.0666666666666664,55.45708333333334,208.79629629629628,64.21428571428571,0.0,74.42871996303143,70.30208333333334,0.3135398745519713,0.8571428571428571,7.418516666666667,4.9617875,4.3113636363636365,2.5384615384615383,34.569182389937104,164.26475,88.3076923076923,3.2,0.0034259259259259,2.257142857142857,666.9756944444445,177.7560975609756,948.3863425925928,17.230434782608697,3.8,0.2621527777777778,21.14000514403292,0.1152187307455329,0.0312499999999999,102.16715146750524,8.672843981481481,964.3083333333332,301.015,220.7782608695652,-6.769230769230769
